LEAID	PCT_BACH	PCT_ADVC	P_EX_1_5	P_EX6_10	P_EX1120	P_EX2130	P_EXGT30	M_EXP	MBSAL1_5	MBSAL610	MBSA1120	MBSA2130	MBSAGT30	M_BSAL
1912600	92.3	-1.0	0.0	30.8	23.1	23.1	23.1	19	-2	30176	36115	36669	38440	34952
1912660	85.7	14.3	14.3	23.8	14.3	31.0	16.7	19	30174	34275	37810	39452	41085	36931
1912690	74.7	25.3	15.2	23.2	24.2	28.3	9.1	16	28803	35474	38700	47805	49996	40053
1912750	100.0	0.0	-1.0	14.3	33.3	28.6	14.3	19	-1	29603	33613	40707	40921	35564
1912810	86.7	-1.0	20.0	-1.0	26.7	33.3	-1.0	16	28959	-1	31371	36815	-1	33280
1913080	90.0	-1.0	-1.0	15.0	40.0	35.0	0.0	16	-1	34521	38589	40501	-2	37594
1913110	82.2	17.8	11.1	20.0	22.2	37.8	8.9	18	27989	32336	39719	42802	44086	38492
1913200	67.0	33.0	10.2	14.8	44.3	21.6	9.1	16	29008	34405	39413	43270	43533	38816
1913230	69.4	30.6	13.9	25.0	16.7	30.6	13.9	18	28640	32902	37925	42660	44630	37758
1913290	92.3	-1.0	11.5	15.4	26.9	26.9	19.2	19	26844	35006	39106	42332	42642	38609
1913320	90.3	9.7	32.3	22.6	25.8	12.9	-1.0	12	27976	31825	36533	41926	-1	33715
1913350	61.5	38.5	12.8	12.8	15.4	38.5	20.5	21	28898	36419	42365	44109	44123	40908
1913380	81.0	19.0	-1.0	-1.0	28.6	33.3	19.0	19	-1	-1	32559	37715	42905	35251
1913440	70.8	29.2	12.5	25.0	37.5	16.7	-1.0	15	29676	29166	34155	38385	-1	33333
1913470	88.1	11.9	17.9	16.4	23.9	29.9	11.9	17	29003	33778	40993	42919	44629	38670
1913500	68.4	31.6	6.6	15.8	31.6	28.9	17.1	20	30211	36219	44197	46892	49530	43709
1913530	93.8	-1.0	-1.0	25.0	37.5	21.9	9.4	16	-1	30539	37571	38693	39149	35390
1913660	81.6	18.4	-1.0	7.9	42.1	42.1	-1.0	20	-1	29982	36312	39968	-1	37320
1914010	76.3	23.7	55.3	-1.0	15.8	18.4	-1.0	11	28571	-1	41081	46235	-1	34667
1914160	85.7	14.3	14.3	17.9	39.3	14.3	14.3	17	30503	36117	43449	44562	45433	40733
1914280	81.2	18.8	14.9	23.8	32.7	19.8	8.9	15	26435	32702	39815	44636	46082	37651
1914310	75.8	24.2	18.2	18.2	36.4	12.1	15.2	16	27791	33069	38483	38213	42130	36075
1914340	68.4	31.6	13.2	7.9	39.5	18.4	21.1	20	30077	36245	42611	45277	50046	42516
1914370	75.0	25.0	12.5	17.2	31.3	29.7	9.4	18	26603	34155	40345	44519	47496	39473
1914580	60.2	39.8	18.4	21.4	26.2	21.4	12.6	16	28724	36115	43038	46438	47622	40223
1914640	80.4	19.6	15.5	8.9	32.1	29.2	14.3	19	33412	37246	45488	51259	52164	45520
1914670	86.7	13.3	28.9	17.8	17.8	20.0	15.6	16	28037	30236	35495	41615	39897	34314
1914700	50.7	49.3	14.1	16.5	30.1	23.4	15.8	18	34012	40223	51518	55517	55690	48775
1914730	94.7	5.3	24.6	8.8	15.8	29.8	21.1	18	28484	32272	42239	45351	46315	39772
1914850	65.5	34.5	-1.0	24.1	34.5	17.2	17.2	18	-1	42994	50277	56977	55648	49521
1914880	68.0	32.0	-1.0	28.0	12.0	36.0	16.0	18	-1	31841	37051	42072	42785	37693
1915180	66.7	33.3	25.0	0.0	25.0	41.7	-1.0	19	27047	-2	34017	40748	-1	35914
1915210	63.5	36.5	4.8	6.3	34.9	33.3	20.6	22	28869	34565	42841	46022	46640	43494
1915330	77.1	22.9	16.7	10.4	14.6	41.7	16.7	20	30287	35215	45017	46890	48855	42961
1915450	66.8	33.2	18.6	24.7	35.6	15.8	5.3	13	35062	37977	44849	51069	55582	42876
1915630	43.7	56.3	14.1	20.0	27.4	18.5	20.0	18	32962	39117	48378	51647	53631	46012
1915660	80.0	20.0	16.0	16.0	28.0	24.0	16.0	17	25750	28865	35876	38571	40105	34458
1915750	91.3	-1.0	-1.0	13.0	30.4	34.8	17.4	20	-1	36478	37348	42150	38525	38811
1915840	87.7	12.3	22.6	17.9	28.3	18.9	12.3	15	30003	33934	40369	47379	49659	39331
1916110	94.1	-1.0	35.3	11.8	14.7	26.5	11.8	15	27663	33950	39974	44173	43455	36441
1916140	89.5	-1.0	26.3	31.6	15.8	15.8	-1.0	12	26504	31864	37292	41712	-1	34725
1916320	83.3	16.7	23.3	30.0	16.7	13.3	16.7	15	25996	29538	35119	37716	35098	31659
1916420	70.8	29.2	-1.0	-1.0	29.2	37.5	20.8	21	-1	-1	38770	40134	42091	38586
1916440	77.4	22.6	-1.0	19.4	29.0	38.7	-1.0	19	-1	34593	39017	41388	-1	38624
1916530	80.0	19.1	13.9	13.9	39.1	22.6	10.4	17	33518	38745	44011	48265	48265	43224
1916620	68.0	32.0	-1.0	20.0	36.0	12.0	24.0	19	-1	33110	37311	39561	39251	36518
1916680	51.1	48.9	24.4	20.0	16.3	18.5	20.7	16	32170	39381	45745	52431	55140	44340
1917100	89.7	10.3	17.2	24.1	22.4	22.4	13.8	17	26816	33418	40342	42589	42796	37181
1917220	75.4	24.6	27.4	16.7	31.9	13.4	10.6	14	31141	38263	46483	50581	52170	42065
1917250	80.6	19.4	22.6	32.3	19.4	22.6	-1.0	13	25489	34472	42245	45624	-1	36982
1917460	64.1	35.9	17.9	10.3	28.2	35.9	7.7	18	28964	34445	41606	44715	42539	39790
1917550	93.3	-1.0	53.3	13.3	20.0	-1.0	-1.0	10	27233	30626	35992	-1	-1	31610
1917820	68.9	31.1	29.5	16.4	24.6	19.7	9.8	15	29226	36101	42452	50120	48144	39577
1917880	100.0	0.0	0.0	-1.0	-1.0	42.9	-1.0	21	-2	-1	-1	35083	-1	33886
1918030	81.5	18.5	25.9	22.2	18.5	14.8	18.5	15	26464	31299	34517	39332	43024	34003
1918120	78.6	21.4	14.3	14.3	21.4	38.1	11.9	18	30562	36401	44075	44997	45570	41577
1918180	90.0	10.0	20.0	-1.0	20.0	23.3	30.0	20	28401	-1	38654	44530	49651	40815
1918240	100.0	0.0	38.5	30.8	15.4	11.5	-1.0	10	25545	28384	33200	36575	-1	29367
1918300	85.7	14.3	17.9	21.4	32.1	21.4	-1.0	15	29733	35261	41569	44293	-1	38882
1918330	88.6	11.4	8.6	31.4	17.1	34.3	8.6	17	25909	30371	37114	41720	43122	36128
1918480	84.0	16.0	12.0	28.0	40.0	12.0	-1.0	14	29049	32723	34858	37481	-1	34333
1918510	57.7	42.3	16.3	15.4	27.9	29.8	10.6	17	27767	32640	40076	42118	45947	38150
1918540	74.4	25.6	9.3	23.3	25.6	27.9	14.0	17	26514	32820	40296	45007	47713	39625
1918630	85.3	14.7	14.7	-1.0	32.4	23.5	23.5	19	28318	-1	36625	42359	43071	38141
1918690	71.4	28.6	28.6	18.4	25.5	15.3	12.2	14	31257	36542	45151	49894	52418	41216
1918720	63.1	36.9	24.0	20.6	23.0	21.6	10.8	15	33630	38779	46331	51184	55203	43732
1918750	97.1	-1.0	48.6	17.1	14.3	14.3	-1.0	10	25911	28843	32224	38839	-1	30147
1918780	73.3	26.7	23.3	18.9	23.8	24.8	9.2	15	32826	36204	45840	52892	53471	43433
1918840	83.6	16.4	10.4	17.9	41.8	17.9	11.9	16	31670	38417	44990	48054	49861	43551
1918930	83.0	13.2	34.0	17.0	15.1	24.5	9.4	14	25645	30509	38390	39470	40462	33184
1918960	85.7	14.3	25.0	10.7	28.6	17.9	17.9	17	27702	29651	35777	36007	40121	33919
1919080	100.0	0.0	29.4	17.6	17.6	17.6	17.6	15	25100	30000	34475	33977	38690	31584
1919140	75.7	24.3	21.6	24.3	24.3	21.6	8.1	15	31681	36975	43803	46188	47095	40304
1919200	90.5	9.5	21.4	14.3	38.1	16.7	9.5	15	27721	28701	34268	37691	38262	33020
1919440	73.7	26.3	17.5	24.6	14.0	31.6	12.3	17	30768	34733	42027	45522	43983	39604
1919590	91.2	8.8	17.6	20.6	17.6	32.4	11.8	17	29541	32901	33135	38535	38888	34877
1919650	84.5	15.5	20.7	17.2	24.1	25.9	12.1	17	26167	32149	38547	41750	45530	36554
1919710	97.0	-1.0	45.5	15.2	15.2	21.2	-1.0	11	25847	28974	37556	42398	-1	32272
1919740	90.9	-1.0	40.9	22.7	13.6	22.7	0.0	11	25965	27565	31818	35082	-2	29199
1919770	100.0	0.0	-1.0	18.8	31.3	25.0	-1.0	17	-1	34473	42577	44599	-1	40102
1919800	85.7	14.3	19.0	28.6	-1.0	38.1	-1.0	16	26280	28320	-1	36602	-1	31934
1919860	57.5	42.5	15.0	7.5	27.5	40.0	10.0	18	32671	32515	41404	45872	48636	41938
1919890	69.6	30.4	11.2	16.8	20.8	28.0	23.2	20	31612	38171	47163	49720	50928	45500
1920040	47.2	52.8	22.6	18.9	20.8	11.3	26.4	18	31160	34578	43714	46495	47829	40550
1920100	84.6	15.4	19.2	23.1	30.8	23.1	-1.0	14	27024	28546	30368	31200	-1	29578
1920130	65.0	35.0	22.0	16.7	25.7	21.1	14.6	16	30690	36440	44754	50516	51558	42476
1920190	74.3	25.7	8.6	11.4	22.9	34.3	22.9	22	30627	35443	42548	44051	43351	41413
1920250	84.4	15.6	10.0	13.3	31.1	34.4	11.1	19	38024	38874	46376	49426	49457	45933
1920340	54.5	45.5	-1.0	20.0	20.0	34.5	23.6	22	-1	35153	40162	46041	46068	42430
1920460	87.2	12.8	15.4	30.8	17.9	17.9	17.9	16	25592	33477	39501	42516	44028	36861
1920490	66.7	-1.0	-1.0	0.0	-1.0	-1.0	0.0	16	-1	-2	-1	-1	-2	28918
1920580	92.6	-1.0	11.1	11.1	22.2	33.3	22.2	20	26372	31441	37364	39447	42123	37236
1920610	49.7	50.3	14.8	19.1	27.3	24.6	14.2	17	30041	36223	45559	49738	52439	43489
1920670	75.0	25.0	-1.0	-1.0	-1.0	50.0	18.8	23	-1	-1	-1	36120	38239	33855
1920730	92.0	-1.0	28.0	-1.0	24.0	32.0	-1.0	16	27083	-1	40479	44190	-1	37571
1920760	70.6	29.4	-1.0	-1.0	41.2	23.5	-1.0	16	-1	-1	41383	44308	-1	40335
1920820	80.5	19.5	9.8	24.4	31.7	9.8	24.4	18	27857	34150	39713	45912	47460	39693
1920830	84.0	16.0	12.0	36.0	20.0	-1.0	28.0	17	27075	31085	36060	-1	40791	34774
1920850	71.4	28.6	10.7	10.7	35.7	17.9	25.0	20	29196	32071	37681	39337	41866	37513
1920910	69.8	30.2	28.3	18.9	18.9	24.5	9.4	15	26869	31598	41073	45586	49000	37120
1920940	72.8	27.2	29.0	20.1	19.5	16.6	14.8	15	30414	36888	45899	51298	53253	41579
1921000	96.7	-1.0	20.0	20.0	23.3	23.3	13.3	16	27938	31708	39765	42507	42802	36833
1921060	76.5	23.5	-1.0	-1.0	23.5	29.4	23.5	20	-1	-1	37204	42064	44607	37759
1921090	61.0	39.0	29.3	12.2	24.4	12.2	22.0	16	27185	30312	39236	42281	44175	36076
1921120	100.0	0.0	23.1	38.5	30.8	-1.0	0.0	9	24875	29681	33753	-1	-2	30638
1921210	77.8	22.2	-1.0	18.5	18.5	44.4	11.1	19	-1	32321	40945	43052	43279	39554
1921240	85.8	14.2	34.0	28.4	19.1	8.5	9.9	12	29265	32135	39651	47203	50302	35683
1921600	91.3	-1.0	0.0	17.4	21.7	21.7	39.1	24	-2	30534	35869	39662	43389	38709
1921630	86.4	13.6	8.6	21.0	22.2	28.4	19.8	19	31851	36796	43591	47625	49185	43401
1921660	80.0	20.0	22.2	22.2	31.1	13.3	11.1	14	27656	32276	39508	44028	43218	36282
1921720	88.9	-1.0	55.6	22.2	-1.0	16.7	0.0	7	27300	32247	-1	36997	-2	30399
1921810	96.0	-1.0	36.0	16.0	28.0	12.0	-1.0	12	26076	29299	33288	38726	-1	31220
1921840	71.1	28.9	-1.0	17.8	28.9	33.3	15.6	19	-1	35074	43512	45639	45959	42437
1921870	80.3	19.7	17.6	22.5	23.2	26.1	10.6	16	28215	36061	41363	49208	49555	40763
1922110	62.6	36.7	18.4	16.0	27.2	26.2	12.2	17	28864	33564	41487	49512	51633	41246
1922380	100.0	0.0	50.0	-1.0	33.3	-1.0	0.0	9	28917	-1	33860	-1	-2	31420
1922440	80.0	20.0	17.5	20.0	20.0	37.5	-1.0	17	27256	32727	38208	43841	-1	37656
1922470	78.8	21.2	23.2	10.1	25.3	30.3	11.1	17	31679	37477	44519	48534	53258	43012
1922530	85.5	14.5	24.5	20.9	25.5	17.3	11.8	15	30006	35342	42153	44866	46360	38713
1923110	50.0	50.0	17.6	21.8	32.4	16.5	11.8	15	32503	40569	47601	54700	51193	44998
1923160	72.7	27.3	22.7	15.9	31.8	22.7	6.8	15	27234	32784	39621	42862	43004	36685
1923190	86.4	13.6	6.8	18.2	25.0	27.3	22.7	20	25334	31313	38860	44874	44988	39598
1923220	86.7	-1.0	20.0	-1.0	26.7	-1.0	33.3	18	26410	-1	31966	-1	39976	33794
1923340	84.8	15.2	33.3	15.2	27.3	15.2	9.1	13	30322	34957	40813	43710	46504	37385
1923760	100.0	0.0	0.0	-1.0	66.7	-1.0	0.0	15	-2	-1	28539	-1	-2	28539
1923790	90.5	-1.0	-1.0	23.8	19.0	23.8	23.8	20	-1	31937	37754	42056	42526	37496
1924000	85.1	14.9	17.6	17.6	24.3	28.4	12.2	17	28038	33993	40873	46503	49010	39997
1924120	84.6	15.4	23.1	26.9	26.9	19.2	-1.0	13	28346	28587	37207	43098	-1	34365
1924150	84.6	15.4	19.2	15.4	30.8	15.4	19.2	16	28036	30893	37513	44760	43167	36874
1924660	87.0	13.0	26.1	13.0	17.4	17.4	26.1	17	30246	34823	37300	42210	46488	38387
1924720	95.0	-1.0	12.5	15.0	27.5	32.5	12.5	18	24949	29401	30426	36658	39734	32777
1924750	87.0	13.0	-1.0	26.1	34.8	13.0	17.4	17	-1	31548	37917	41486	42693	36675
1924870	82.7	17.3	5.8	17.3	32.7	34.6	9.6	19	36047	41891	50010	50970	50348	48164
1924960	90.3	9.7	19.4	22.6	32.3	22.6	-1.0	14	30266	34072	40491	42368	-1	37510
1924990	100.0	0.0	52.9	-1.0	23.5	-1.0	-1.0	9	25378	-1	30825	-1	-1	27847
1925050	80.0	20.0	-1.0	-1.0	46.7	20.0	-1.0	17	-1	-1	34193	42004	-1	35116
1925140	81.3	18.8	15.6	31.3	12.5	21.9	18.8	16	25034	29058	32830	37199	39220	32587
1925200	72.7	27.3	9.1	12.1	36.4	18.2	24.2	21	37320	41684	45409	48890	47955	45472
1925320	68.1	31.9	26.4	18.7	25.3	20.9	8.8	14	28059	34091	41082	46059	46517	37858
1925380	76.9	23.1	19.2	23.1	30.8	23.1	-1.0	15	30535	34592	39308	39586	-1	36599
1925410	93.8	-1.0	43.8	18.8	18.8	18.8	0.0	11	31422	35441	40144	41621	-2	35723
1925560	87.5	-1.0	31.3	25.0	-1.0	31.3	0.0	12	25300	28103	-1	37112	-2	30810
1925590	86.5	13.5	15.7	22.5	28.1	28.1	5.6	16	32637	40081	50019	51439	52927	45614
1925620	91.3	-1.0	13.0	34.8	34.8	-1.0	-1.0	13	27300	28678	33104	-1	-1	31659
1925920	90.9	-1.0	22.7	18.2	27.3	13.6	18.2	16	27513	32192	38150	42337	42280	35971
1925980	82.2	17.8	-1.0	17.8	33.3	28.9	15.6	20	-1	38134	43934	47262	48705	44016
1926070	76.4	23.6	16.4	14.5	23.6	30.9	14.5	18	28882	31810	36995	42161	44922	37663
1926250	70.4	29.6	14.8	22.2	25.9	25.9	11.1	16	26134	27941	34219	36488	36710	32491
1926280	86.7	13.3	13.3	26.7	42.2	8.9	8.9	14	24964	31729	36079	40904	39114	34136
1926370	77.8	22.2	16.7	14.8	27.8	35.2	5.6	17	32179	41770	47288	48342	51712	44569
1926400	53.8	46.1	13.9	17.2	28.9	23.6	16.4	18	32344	39366	48772	53086	54071	46760
1926580	73.0	27.0	27.0	25.4	27.0	12.7	7.9	12	30266	37214	42511	48635	51485	39351
1926610	100.0	0.0	-1.0	-1.0	62.5	-1.0	0.0	15	-1	-1	33955	-1	-2	33810
1926640	87.8	12.2	19.5	17.1	36.6	19.5	7.3	16	31084	36366	42524	43516	41999	39395
1926670	75.0	25.0	25.0	15.0	25.0	30.0	-1.0	15	26164	27543	29086	34329	-1	30047
1926730	84.4	15.6	22.9	11.5	28.1	29.2	8.3	16	26778	30401	37531	44581	43736	36823
1926790	86.5	13.5	10.8	8.1	29.7	37.8	13.5	20	29436	36053	41349	44137	44684	41137
1926820	74.9	24.7	25.5	16.9	27.3	21.3	9.0	15	35609	40376	48106	50882	52089	44571
1926850	94.1	-1.0	26.5	17.6	11.8	32.4	11.8	16	26535	32171	34080	41155	42047	34972
1926910	71.3	28.7	13.9	19.4	25.9	27.8	13.0	17	32172	37813	45505	46650	47683	42758
1927000	75.0	25.0	9.4	23.4	31.3	21.9	14.1	17	33888	39261	43626	47727	48000	43202
1927060	88.5	11.5	34.6	19.2	15.4	11.5	19.2	14	26861	30597	33746	39882	42127	33077
1927240	93.8	-1.0	-1.0	-1.0	31.3	37.5	-1.0	20	-1	-1	35344	40476	-1	36268
1927270	76.9	23.1	17.3	21.2	23.1	28.8	9.6	17	28004	33565	41737	40452	42845	37367
1927390	81.7	17.4	14.8	18.3	26.1	34.8	6.1	17	28931	35412	42972	46698	47792	41105
1927480	100.0	0.0	-1.0	-1.0	-1.0	40.0	0.0	14	-1	-1	-1	45689	-2	37729
1927500	86.7	13.3	25.0	26.7	21.7	18.3	8.3	14	27292	31643	36298	39823	41842	33914
1927600	80.0	20.0	-1.0	20.0	-1.0	43.3	23.3	21	-1	37402	-1	45399	49031	43461
1927810	87.5	-1.0	-1.0	-1.0	-1.0	37.5	-1.0	16	-1	-1	-1	39000	-1	34355
1927870	85.7	14.3	31.0	19.0	19.0	21.4	9.5	14	28099	32910	37663	43907	45070	35841
1927900	83.3	-1.0	41.7	-1.0	-1.0	-1.0	-1.0	13	27367	-1	-1	-1	-1	32511
1927960	81.1	18.9	16.2	13.5	29.7	32.4	8.1	16	26647	30072	37084	41513	41362	36227
1927990	81.1	18.9	24.5	22.6	30.2	15.1	7.5	14	28281	34919	43187	48804	54344	39349
1928020	95.0	-1.0	40.0	25.0	25.0	-1.0	-1.0	10	25372	28206	31676	-1	-1	28884
1928050	89.3	10.7	21.4	32.1	10.7	14.3	21.4	15	26948	32197	38509	41227	45192	35823
1928110	75.0	25.0	12.5	12.5	31.3	18.8	25.0	20	28515	33523	40182	42613	44122	39332
1928170	100.0	0.0	29.2	33.3	16.7	16.7	-1.0	11	26160	30249	36001	40659	-1	32217
1928200	93.8	-1.0	31.3	18.8	-1.0	31.3	-1.0	14	27004	29112	-1	35167	-1	31646
1928230	81.3	18.8	12.5	12.5	21.9	37.5	15.6	19	26810	34436	42494	44816	45036	40794
1928560	75.0	25.0	-1.0	0.0	50.0	33.3	-1.0	19	-1	-2	40652	45102	-1	41328
1928680	65.0	35.0	25.3	14.7	30.9	17.5	11.5	15	32409	35724	45037	47706	49042	41392
1928710	81.8	18.2	15.2	-1.0	54.5	24.2	0.0	15	29092	-1	41649	47368	-2	40658
1928980	87.8	12.2	28.6	28.6	18.4	16.3	8.2	12	26920	31380	36887	37447	37066	32572
1929010	91.9	8.1	40.5	8.1	24.3	13.5	13.5	13	29165	33202	37079	43222	45996	35591
1929100	84.6	15.4	30.8	19.2	23.1	23.1	-1.0	14	25697	29954	33279	35954	-1	31038
1929280	69.2	30.8	11.5	-1.0	19.2	46.2	15.4	21	29887	-1	36578	39519	44808	38070
1929310	60.5	39.5	17.5	14.9	29.8	24.6	13.2	17	30337	36561	43422	47509	46800	41552
1929490	78.6	21.4	23.8	16.7	31.0	23.8	-1.0	14	25231	31619	37571	39211	-1	34175
1929580	86.2	13.8	24.1	-1.0	24.1	37.9	10.3	17	29003	-1	38555	40413	40204	36872
1929640	69.2	30.8	53.8	0.0	-1.0	30.8	-1.0	13	28106	-2	-1	35938	-1	31959
1929730	97.6	-1.0	31.0	11.9	19.0	26.2	11.9	15	27588	32548	39126	42975	41327	36042
1929760	90.3	9.7	-1.0	9.7	35.5	38.7	9.7	20	-1	32310	36247	40602	37959	37125
1930240	78.5	21.5	20.4	17.2	19.4	31.2	11.8	17	28843	34649	42266	46244	49272	40282
1930480	59.6	40.4	25.8	20.5	21.1	21.4	11.2	15	30486	36894	45499	50411	50435	41463
1930510	79.0	21.0	48.1	24.5	20.2	6.4	-1.0	9	30992	35764	45175	48950	-1	36367
1930540	66.0	34.0	8.0	15.0	27.0	25.0	25.0	20	29775	34103	44112	48591	48327	43637
1930560	77.5	22.5	10.0	20.0	40.0	20.0	10.0	17	26242	30235	35711	40258	42358	35243
1930630	91.8	8.2	21.4	20.4	18.4	25.5	14.3	16	29924	35858	43299	45824	46468	40011
1930720	90.9	9.1	33.3	-1.0	21.2	39.4	-1.0	16	25791	-1	33044	39386	-1	33374
1930750	78.6	19.0	31.0	19.0	26.2	19.0	-1.0	13	27664	32000	38430	43245	-1	35094
1930780	93.3	6.7	22.2	31.1	22.2	20.0	-1.0	13	27984	34578	39704	43535	-1	36387
1930870	90.0	-1.0	30.0	15.0	15.0	20.0	20.0	16	26723	29844	36383	41728	43202	34937
1930900	84.1	15.9	18.2	12.5	34.1	25.0	10.2	16	27241	35194	41302	47813	49109	40408
1930930	63.6	36.4	23.6	20.3	25.1	19.5	11.6	15	35911	39487	46747	55497	60460	46009
1930960	85.7	14.3	20.0	25.7	20.0	31.4	-1.0	15	27749	31167	38798	43369	-1	36009
1930990	85.9	14.1	35.9	18.8	18.8	7.8	18.8	13	29360	32548	38613	47721	48859	36783
1931020	66.7	33.3	7.1	14.3	11.9	33.3	33.3	24	30401	32064	40793	44876	43487	41063
1931080	88.4	11.6	20.9	20.9	27.9	20.9	9.3	15	25445	29007	34936	41202	43768	33842
1931110	75.0	25.0	29.5	11.4	6.8	29.5	22.7	18	28294	30558	34003	36142	41147	34180
1931290	68.6	31.4	15.7	11.8	33.3	25.5	13.7	17	30288	34714	41577	44514	44597	40162
1931350	75.5	24.5	28.8	9.8	19.6	25.2	16.6	17	28199	35810	42684	48239	49165	40304
1931470	90.0	10.0	7.5	22.5	30.0	27.5	12.5	18	27048	33123	37498	38660	41328	36528
1931620	88.9	-1.0	27.8	16.7	16.7	27.8	-1.0	16	26990	27187	32850	36525	-1	31941
1931680	85.9	14.1	32.8	14.1	17.2	21.9	14.1	15	27686	33631	39433	46520	46163	37259
1931800	78.0	22.0	16.0	22.0	22.0	34.0	6.0	16	29494	35154	42126	44450	44222	39487
1931830	70.0	30.0	16.7	10.0	33.3	30.0	10.0	17	26249	33917	38574	42321	41141	37435
1931860	73.3	26.7	23.3	16.3	20.9	26.7	12.8	16	28459	36664	41699	44968	45704	39187
1931890	100.0	0.0	27.3	27.3	-1.0	-1.0	-1.0	14	26838	28725	-1	-1	-1	30785
1931920	80.6	19.4	12.9	19.4	35.5	19.4	12.9	16	25936	29848	36536	41855	43495	35801
1931950	72.2	27.8	8.3	22.2	25.0	33.3	11.1	18	27590	34076	37199	39293	40630	36783
1932010	90.5	9.5	40.5	9.5	26.2	11.9	11.9	13	30710	33317	39304	49543	47072	37399
1999017	84.6	15.4	16.9	16.9	21.5	32.3	12.3	17	28467	33553	40371	42575	42611	38190
1999019	85.7	14.3	21.4	14.3	23.8	33.3	7.1	17	27278	33243	40746	45453	45546	38700
2900001	66.1	32.1	35.7	26.8	17.9	19.6	0.0	11	26347	29812	32167	35085	-2	30031
2900002	64.5	27.4	25.8	17.7	24.2	24.2	8.1	15	26959	28874	31745	34536	35604	30987
2900003	40.4	59.6	25.5	14.9	34.0	23.4	-1.0	15	29228	35756	40907	41584	-1	37210
2900004	29.3	64.7	18.0	24.8	24.1	24.1	9.0	15	30287	35908	40723	42271	44427	38352
2900005	70.0	-1.0	-1.0	30.0	-1.0	40.0	0.0	15	-1	33867	-1	49531	-2	41493
2900006	27.8	44.4	-1.0	44.4	38.9	-1.0	0.0	11	-1	54295	52925	-1	-2	53234
2900007	-1.0	0.0	0.0	-1.0	75.0	0.0	0.0	11	-2	-1	35554	-2	-2	35615
2900008	41.7	12.5	16.7	33.3	29.2	16.7	-1.0	13	37993	39345	48548	52128	-1	44318
2900009	76.4	23.6	17.3	24.5	33.6	13.6	10.9	15	28617	33683	34863	34972	34682	33490
2900020	60.7	35.7	25.0	14.3	17.9	35.7	-1.0	16	26935	27618	32966	37224	-1	32875
2900021	55.6	44.4	33.3	-1.0	38.9	-1.0	-1.0	14	26944	-1	32614	-1	-1	31065
2900022	59.5	34.7	22.6	12.1	23.2	30.5	11.6	17	27376	27887	29892	37004	37299	32109
2901000	45.9	53.7	25.1	22.4	29.0	19.6	4.0	13	33326	39942	47514	53529	56524	43803
2902850	63.4	36.6	34.1	9.8	39.0	17.1	0.0	12	29054	31525	34525	36756	-2	32745
2902880	67.9	32.1	42.9	17.9	25.0	14.3	0.0	10	27670	28952	32601	33463	-2	29959
2902910	32.4	67.6	24.3	28.7	31.6	11.0	4.4	12	35918	42996	54369	63814	67402	48247
2902970	44.0	56.0	-1.0	20.0	40.0	28.0	-1.0	18	-1	30850	34024	37023	-1	34068
2903000	48.3	48.3	31.0	13.8	31.0	20.7	-1.0	13	25987	31533	34963	40029	-1	33115
2903040	83.3	-1.0	0.0	50.0	0.0	50.0	0.0	16	-2	28856	-2	37413	-2	33135
2903060	55.2	43.1	19.0	34.5	27.6	15.5	-1.0	12	27872	29709	33248	37637	-1	31809
2903120	67.7	32.3	35.5	12.9	22.6	29.0	0.0	12	27953	29788	32643	34739	-2	31219
2903150	53.5	39.4	26.8	28.2	23.9	19.7	-1.0	12	29975	34761	38729	42354	-1	36030
2903200	65.6	34.4	21.9	34.4	18.8	15.6	9.4	13	32446	35660	35883	38850	37050	35628
2903270	65.3	34.7	24.5	30.6	16.3	28.6	0.0	13	28869	29785	33329	34586	-2	31511
2903480	68.8	31.3	31.3	-1.0	-1.0	43.8	0.0	15	23674	-1	-1	32891	-2	29602
2904020	55.2	44.8	27.2	26.4	27.2	19.2	0.0	12	29586	32673	36892	39833	-2	34356
2904050	31.7	68.3	18.8	17.8	32.7	20.8	9.9	15	29932	34059	37705	42304	44607	37233
2904080	45.5	54.5	27.3	-1.0	54.5	-1.0	0.0	11	24383	-1	31967	-1	-2	30332
2904110	71.4	28.6	28.6	35.7	21.4	-1.0	-1.0	12	27750	28200	32425	-1	-1	30305
2904140	76.0	24.0	28.0	40.0	20.0	-1.0	-1.0	10	25614	28572	34103	-1	-1	29470
2904170	91.7	-1.0	33.3	33.3	-1.0	25.0	0.0	11	21886	23052	-1	23254	-2	23149
2904500	64.9	35.1	44.2	26.0	22.1	6.5	-1.0	8	32509	39070	44959	53120	-1	38662
2904530	85.0	15.0	55.0	15.0	-1.0	15.0	-1.0	10	26355	25072	-1	32483	-1	28209
2904590	75.0	25.0	58.3	-1.0	-1.0	-1.0	0.0	9	23308	-1	-1	-1	-2	26934
2904620	38.4	61.6	27.2	29.6	24.1	15.3	3.7	12	34343	39706	46105	52317	54400	42272
2904890	61.1	38.9	29.6	25.9	25.9	16.7	-1.0	11	27512	31899	34595	37141	-1	32406
2904950	75.0	25.0	38.9	30.6	16.7	11.1	-1.0	10	28303	31158	34542	37368	-1	31602
2904980	68.8	31.3	-1.0	37.5	18.8	18.8	-1.0	15	-1	29644	31265	32468	-1	30539
2905070	71.9	28.1	25.0	18.8	43.8	12.5	0.0	13	24963	27150	30929	31775	-2	28834
2905130	69.4	30.6	30.6	25.0	27.8	13.9	-1.0	12	27645	31259	35625	42990	-1	33343
