LEAID	PCT_BACH	PCT_ADVC	P_EX_1_5	P_EX6_10	P_EX1120	P_EX2130	P_EXGT30	M_EXP	MBSAL1_5	MBSAL610	MBSA1120	MBSA2130	MBSAGT30	M_BSAL
0806030	71.4	28.6	21.4	21.4	28.6	28.6	0.0	14	27867	30521	34936	37139	-2	33105
0806060	55.8	44.2	25.6	20.9	37.2	16.3	0.0	12	30373	31371	37803	39243	-2	34790
0806090	100.0	0.0	-1.0	0.0	-1.0	60.0	0.0	19	-1	-2	-1	27820	-2	26700
0806120	45.7	51.8	24.3	24.7	32.5	13.6	4.9	12	33880	39638	49885	57653	60532	45049
0806150	55.2	44.3	30.0	26.2	29.0	12.0	2.8	11	31710	37963	45240	48496	51726	39858
0806180	80.0	20.0	32.0	12.0	20.0	36.0	0.0	14	29723	36612	41099	43603	-2	37822
0806210	58.8	41.2	41.2	-1.0	41.2	-1.0	0.0	11	31790	-1	38147	-1	-2	36391
0806240	69.2	30.8	36.2	19.2	29.0	11.6	4.0	11	32160	35801	41408	52116	47013	38456
0806270	74.2	24.2	29.0	14.5	35.5	16.1	4.8	13	28372	30584	34935	39837	38934	33382
0806300	83.3	-1.0	25.0	-1.0	50.0	-1.0	0.0	13	25929	-1	31590	-1	-2	30677
0806330	66.7	33.3	30.6	22.2	22.2	22.2	-1.0	13	26651	27592	32127	35462	-1	30313
0806360	73.3	20.0	46.7	26.7	-1.0	-1.0	0.0	8	30883	33772	-1	-1	-2	34587
0806390	81.3	18.8	-1.0	-1.0	56.3	18.8	0.0	13	-1	-1	38254	42108	-2	37658
0806420	72.7	27.3	22.7	36.4	27.3	13.6	0.0	11	28700	31593	36213	38600	-2	33151
0806450	75.0	25.0	39.3	17.9	28.6	-1.0	-1.0	10	28873	32000	36225	-1	-1	33957
0806480	57.4	42.3	37.4	19.4	27.9	11.1	4.3	11	33658	40478	47754	55055	54816	42175
0806510	100.0	0.0	41.7	25.0	-1.0	25.0	0.0	11	29699	30950	-1	33850	-2	31479
0806540	59.4	40.6	53.1	12.5	16.7	15.6	-1.0	9	35593	38524	45067	56392	-1	41334
0806570	71.4	-1.0	42.9	-1.0	-1.0	-1.0	0.0	10	29440	-1	-1	-1	-2	32105
0806600	71.4	28.6	28.6	28.6	-1.0	-1.0	21.4	14	30810	32080	-1	-1	43933	35573
0806630	60.0	40.0	-1.0	20.0	50.0	20.0	0.0	15	-1	32956	34287	41413	-2	34940
0806660	31.7	68.3	23.3	15.8	31.7	21.7	7.5	15	35016	40643	47647	55263	56803	45927
0806690	66.7	33.3	22.7	13.5	31.9	27.0	5.0	15	28912	32216	38060	42874	45202	36849
0806720	54.5	45.5	63.6	0.0	-1.0	-1.0	-1.0	10	29776	-2	-1	-1	-1	32227
0806750	88.4	11.6	39.5	32.6	23.3	-1.0	-1.0	9	33474	36296	37927	-1	-1	35905
0806780	70.0	30.0	50.0	-1.0	-1.0	-1.0	-1.0	10	28354	-1	-1	-1	-1	31113
0806810	53.9	45.6	18.7	20.2	32.1	21.8	7.3	15	36278	40868	49426	61774	67678	49255
0806840	66.7	33.3	-1.0	25.0	25.0	25.0	16.7	18	-1	31393	35477	38535	42123	35756
0806870	42.5	57.5	22.5	22.5	30.0	17.5	7.5	14	37652	41526	43496	56307	55215	44859
0806900	51.1	48.9	27.1	26.4	28.1	14.4	4.0	12	34385	41717	52943	63281	67849	47041
0806930	75.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	20	-1	-2	-1	-1	-1	34144
0806960	68.4	29.1	24.1	19.0	31.6	16.5	8.9	15	30154	35771	41415	44819	51412	39081
0806990	84.6	-1.0	30.8	30.8	23.1	-1.0	0.0	10	28210	29225	31833	-1	-2	29811
0807050	73.3	20.0	20.0	-1.0	33.3	26.7	-1.0	16	27864	-1	37332	44863	-1	37096
0807080	60.0	35.6	24.4	11.1	33.3	26.7	-1.0	15	27439	33970	35429	42483	-1	35545
0807110	69.2	30.8	30.8	-1.0	38.5	-1.0	-1.0	14	27608	-1	34060	-1	-1	32595
0807140	90.0	-1.0	-1.0	-1.0	60.0	-1.0	-1.0	16	-1	-1	33467	-1	-1	34691
0807200	50.0	50.0	39.3	14.3	32.1	10.7	-1.0	11	29338	31768	36979	40615	-1	33702
0807230	69.6	30.4	31.5	30.3	23.2	12.4	2.5	11	36301	43823	52650	59536	62200	45923
0807260	38.5	61.5	23.1	0.0	46.2	30.8	0.0	16	28833	-2	35333	45600	-2	36992
0807290	75.0	25.0	17.5	25.0	35.0	17.5	-1.0	14	29350	30690	34868	38550	-1	34086
0807320	68.4	31.6	26.3	31.6	31.6	-1.0	0.0	10	29312	31060	32660	-1	-2	31842
0807350	62.8	37.2	34.7	16.8	22.4	19.9	6.1	13	31389	33991	40528	49197	55331	38888
0807380	54.4	45.6	30.6	26.7	25.6	12.8	4.4	11	34511	38835	44454	51360	54023	41225
0807410	37.5	62.5	50.0	0.0	50.0	0.0	0.0	9	25038	-2	33420	-2	-2	29229
0899160	33.3	66.7	0.0	33.3	44.4	-1.0	0.0	15	-2	37393	44110	-1	-2	42281
1200002	52.5	47.5	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	44905
1200030	50.4	49.3	27.9	15.9	21.2	24.6	10.4	15	30152	32560	36881	44972	50693	36786
1200060	83.1	16.9	30.3	15.4	24.9	21.9	7.5	14	31113	32734	39521	47375	50809	36995
1200090	65.9	31.8	24.1	17.6	27.5	19.9	10.8	15	31146	34652	41483	50904	52732	39046
1200120	80.7	15.1	2.0	15.3	27.7	22.8	32.2	25	31958	30182	31597	34501	46251	36628
1200150	68.5	31.0	27.0	21.7	27.8	16.1	7.5	13	33690	36115	42270	53365	53632	40464
1200180	62.3	36.0	34.4	19.7	23.6	14.7	7.7	12	36172	38666	46081	60637	66283	44149
1200210	72.2	27.8	23.4	20.2	30.9	19.1	6.4	14	31133	33737	38380	46092	52552	37852
1200240	56.2	43.8	24.5	18.1	27.3	20.5	9.6	15	33748	37912	45046	52943	53963	42795
1200270	61.9	36.6	23.9	18.9	31.9	18.4	6.8	14	32500	35278	42796	48158	47918	39519
1200300	70.8	28.1	33.9	19.6	21.2	17.5	7.7	13	32974	35950	40452	49148	55073	38724
1200330	62.5	37.0	37.2	20.1	22.5	14.4	5.8	12	39972	44965	54247	59107	59481	47101
1200360	67.5	31.2	29.8	17.3	25.3	17.3	10.3	14	32614	35513	42065	51936	53601	39886
1200390	57.8	41.4	34.8	23.6	21.2	10.1	10.3	12	38199	41500	53830	65208	65798	45583
1200420	82.2	17.0	39.9	21.1	17.9	10.3	10.8	11	33556	34830	41218	45759	54618	38017
1200450	78.6	20.5	28.8	26.0	28.8	12.5	3.8	12	33252	36210	40634	48009	47686	37926
1200480	72.0	27.3	38.8	15.9	18.4	18.4	8.6	13	34774	37555	45186	57096	58578	41962
1200510	62.3	37.1	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	36728
1200540	65.8	29.2	46.8	17.1	19.4	13.0	3.8	10	39465	41161	47110	55247	58778	42980
1200570	48.5	9.1	27.5	9.8	31.4	19.6	11.8	16	31403	34524	38151	46193	47692	37096
1200600	73.1	25.6	32.9	16.1	18.2	19.9	13.0	14	30473	30762	34679	41051	42485	33622
1200630	75.8	23.5	42.1	21.8	17.3	14.3	4.5	10	31913	34576	39997	44308	44556	35583
1200660	71.0	29.0	27.4	19.4	27.4	17.7	8.1	13	34817	36499	40872	49638	53812	40160
1200690	74.4	25.6	22.8	13.9	31.6	17.7	13.9	16	32645	33848	38078	47195	48116	38445
1200720	72.6	16.8	34.6	17.8	20.6	14.0	13.1	13	34723	36359	41356	47440	48485	39618
1200750	81.2	18.5	34.5	13.9	22.7	23.9	5.0	13	32613	35322	45811	48434	48891	38381
1200780	67.6	14.8	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	39296
1200810	70.7	28.0	34.9	19.5	26.8	15.0	3.8	12	31305	33527	38171	47164	49571	35848
1200840	82.1	17.7	32.9	15.8	21.8	18.2	11.3	14	31894	34609	42707	49015	49543	38085
1200870	46.9	21.4	38.7	19.1	19.9	15.3	7.0	12	34022	35849	39509	51973	55108	38600
1200900	68.6	30.8	26.8	28.8	19.6	22.2	2.6	12	31689	35136	41121	43591	43492	36316
1200930	70.5	29.3	33.6	17.8	26.1	17.4	5.1	12	34192	37983	43310	50649	51312	39683
1200960	59.7	34.0	24.1	17.2	29.2	18.9	10.7	15	30817	34346	39055	45744	45329	36909
1200990	53.6	21.7	21.6	5.9	23.5	25.5	23.5	19	34034	30999	37368	46515	48433	38095
1201020	79.7	20.3	30.9	27.3	25.5	14.5	-1.0	12	30644	34133	38716	46252	-1	35636
1201050	71.6	27.6	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	39446
1201080	70.5	28.5	32.5	21.2	21.5	17.1	7.8	13	34649	39002	44049	53218	54149	40452
1201110	56.6	40.6	27.4	15.6	22.1	26.3	8.6	15	32072	34170	39092	52167	56377	40227
1201140	70.7	28.7	30.7	19.3	22.4	19.6	8.1	13	33445	36490	43962	46987	46525	39190
1201170	69.3	28.0	42.1	19.3	17.5	10.5	10.5	11	33438	36322	40431	44646	47322	36037
1201200	80.9	17.0	29.0	12.9	21.8	21.8	14.5	16	31546	32351	39152	44659	48944	37775
1201230	64.9	33.4	34.4	15.7	23.1	17.7	9.1	13	38022	40207	47334	55424	57916	43527
1201260	72.4	24.6	26.8	18.5	25.8	22.3	6.7	14	31656	34450	43026	48339	49675	39000
1201290	67.3	32.3	31.0	22.2	18.9	20.6	7.2	13	36367	39241	44690	54755	55049	42769
1201320	60.4	37.6	29.0	19.9	25.9	18.0	7.2	13	40466	44459	50764	61526	64811	48297
1201350	67.0	32.5	39.8	19.5	19.3	15.3	6.2	12	35614	39815	47289	51936	52820	41246
1201380	62.6	36.5	23.9	18.8	28.2	22.5	6.6	14	32662	38393	49211	58429	58331	44435
1201410	83.7	14.7	39.6	12.1	22.6	19.2	6.5	13	35361	36178	42786	53751	53846	40491
1201440	71.5	28.4	39.4	20.5	20.4	14.7	5.0	11	34901	37752	44650	55356	55830	40417
1201470	65.1	26.3	44.5	18.8	19.2	13.1	4.4	10	34665	37529	44116	54563	54791	39057
1201500	68.4	31.6	34.9	19.6	19.8	16.9	8.7	13	34199	36648	44296	55342	61182	42424
1201530	70.3	27.7	35.8	21.6	21.5	15.5	5.6	12	35044	37298	42787	52988	55692	40143
1201560	67.5	31.5	25.7	18.7	26.3	20.9	8.4	14	35509	38208	43384	54049	56468	42937
1201590	73.6	19.2	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	38716
1201620	74.1	24.5	28.6	21.6	22.1	20.9	6.9	14	34864	37869	42664	51815	51521	40968
1201650	70.5	29.1	28.2	21.4	28.1	17.1	5.3	13	32520	36839	43220	53088	52354	39999
1201680	53.6	44.0	32.4	21.3	22.6	15.9	7.8	13	38511	47768	53832	60580	61798	47648
1201710	35.6	64.4	14.2	12.6	30.1	30.7	12.3	18	35549	38867	42659	54350	57803	46536
1201740	66.7	33.3	26.0	21.9	26.6	19.2	6.3	13	35084	37376	44603	53409	54714	41883
1201770	70.6	28.5	31.8	19.6	24.0	18.6	6.0	13	35683	38285	45530	55203	57824	42223
1201800	73.6	23.1	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	39718
1201830	77.9	21.7	24.5	17.5	26.8	24.1	7.0	15	33480	36056	44356	51353	51328	41902
1201860	55.4	21.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	35820
1201890	70.1	29.2	40.4	20.2	28.9	9.6	-1.0	10	30332	30643	36432	43389	-1	33253
1201920	0.2	-1.0	28.0	20.1	25.5	19.6	6.9	14	32915	36060	41354	53456	56311	40418
1201950	65.4	33.2	29.2	18.5	23.1	20.4	8.8	14	31532	34045	39096	48528	49367	38270
1201980	67.3	30.7	30.6	24.4	25.4	13.4	6.2	12	35508	37842	42305	52894	56577	40175
1202010	67.3	32.7	26.4	16.5	24.2	24.2	8.8	15	33922	38635	43654	47650	48090	40747
1202011	61.1	38.9	35.7	35.7	-1.0	-1.0	0.0	10	47645	49745	-1	-1	-1	48769
1202012	59.4	40.6	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	41708
1202013	67.0	33.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	35092
1202014	66.7	33.3	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	31171
1202015	15.2	84.8	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	41399
1202016	59.8	40.2	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1	41243
1900006	80.8	19.2	-1.0	21.2	21.2	30.8	23.1	21	-1	35481	42874	48311	48865	43812
1900009	88.7	11.3	34.0	18.9	17.0	20.8	9.4	13	26571	31412	37182	44550	47193	34963
1900015	75.6	24.4	22.0	14.6	19.5	34.1	9.8	16	26826	36085	38978	46153	48925	39308
1900021	82.7	17.3	21.2	19.2	28.8	28.8	-1.0	15	29587	36247	44166	46355	-1	40221
1900022	85.5	14.5	19.4	24.2	25.8	21.0	9.7	15	28117	31901	38142	44992	48168	37098
1900023	100.0	0.0	25.0	21.9	25.0	25.0	-1.0	14	26928	30378	36154	37121	-1	32869
1900024	83.8	10.8	10.8	8.1	32.4	37.8	10.8	19	26559	29203	36655	37422	38382	35436
1900025	90.5	9.5	14.3	21.4	33.3	14.3	16.7	17	26547	30078	34794	35787	35766	32909
1900026	78.4	21.6	-1.0	10.8	37.8	37.8	10.8	21	-1	34481	42241	44155	44944	41992
1900027	82.5	17.5	10.0	12.5	20.0	37.5	20.0	22	27606	32327	41731	42966	43064	39873
1900028	90.0	10.0	17.5	17.5	22.5	37.5	-1.0	18	32742	34452	42565	42013	-1	39270
1900031	100.0	0.0	-1.0	27.3	-1.0	45.5	0.0	15	-1	30644	-1	39257	-2	34263
1900032	100.0	0.0	33.3	20.0	-1.0	20.0	20.0	15	27660	30100	-1	38400	41650	33467
1900040	90.7	9.3	23.3	18.6	25.6	27.9	-1.0	15	28213	32306	37918	42461	-1	36072
1900060	100.0	0.0	10.0	16.7	33.3	23.3	16.7	19	25929	29069	34768	39552	44456	35665
1903030	92.3	-1.0	30.8	-1.0	23.1	23.1	-1.0	17	25019	-1	27542	28242	-1	27121
1903060	81.4	18.6	16.3	16.3	27.9	20.9	18.6	17	29764	35703	40677	43224	41867	38845
1903090	95.2	-1.0	14.3	19.0	28.6	23.8	14.3	17	25822	27196	31810	37872	40357	32740
1903150	84.0	16.0	27.2	16.0	19.8	24.7	12.3	15	32090	35080	38417	45294	48381	39091
1903220	89.2	10.8	16.2	13.5	32.4	21.6	16.2	17	28229	30354	35074	38198	42371	35185
1903270	81.2	18.8	15.9	10.1	26.1	29.0	18.8	19	28075	32512	37794	44442	48973	39742
1903300	75.0	25.0	8.3	22.2	25.0	22.2	22.2	19	30320	31868	36786	43640	50253	39670
1903360	52.1	47.9	8.2	9.6	27.4	39.7	15.1	20	28642	36000	46467	50092	48377	45726
1903390	72.6	27.4	15.1	19.2	19.2	32.9	13.7	18	28439	34166	39429	47632	48802	40744
1903450	100.0	0.0	-1.0	37.5	31.3	18.8	-1.0	15	-1	32108	35033	39904	-1	35001
1903480	85.7	11.4	17.1	22.9	22.9	25.7	11.4	16	28660	32612	39928	40252	40984	36528
1903540	60.4	39.6	11.8	16.5	36.9	21.6	13.3	17	30640	37339	45922	50593	50839	44373
1903570	77.9	22.1	23.4	14.3	16.9	27.3	18.2	17	32496	37942	41707	46864	50108	41950
1903630	89.5	-1.0	-1.0	-1.0	21.1	31.6	31.6	23	-1	-1	38563	38031	37993	36696
1903660	84.2	15.8	-1.0	-1.0	31.6	26.3	21.1	21	-1	-1	30335	33673	39011	32515
1903690	72.6	27.4	21.3	23.6	27.4	17.6	10.1	14	36512	39116	46056	52377	53788	44272
1903720	85.0	15.0	25.0	25.0	20.0	15.0	15.0	14	29130	29309	34330	38059	37654	32833
1903750	76.3	23.7	7.9	10.5	31.6	28.9	21.1	20	28885	32168	39529	46823	47683	41742
1903780	90.0	-1.0	-1.0	-1.0	45.0	20.0	20.0	19	-1	-1	38742	43910	41552	39206
1903850	79.2	20.8	12.5	0.0	33.3	37.5	16.7	21	29555	-2	35639	39207	40862	37087
1903930	65.5	34.5	6.9	11.5	25.3	34.5	21.8	21	27686	35708	41144	45026	48635	42566
1903960	89.2	10.8	13.5	10.8	27.0	35.1	13.5	19	28239	31769	38813	42190	42749	38341
1904020	85.7	-1.0	0.0	0.0	42.9	35.7	21.4	23	-2	-2	39076	40139	40587	39779
1904080	84.8	15.2	12.1	12.1	15.2	39.4	21.2	21	29952	32035	35377	40811	45316	38563
1904200	81.0	19.0	28.6	7.9	25.4	27.0	11.1	16	29114	36412	43312	47908	49027	40583
1904320	90.2	9.8	7.3	12.2	34.1	26.8	19.5	20	26287	33475	39647	39898	39373	37931
1904380	91.7	-1.0	50.0	-1.0	-1.0	20.8	12.5	14	28288	-1	-1	41160	42995	33882
1904440	97.1	-1.0	17.6	26.5	29.4	14.7	11.8	15	28916	34469	41927	43418	43418	38051
1904560	76.7	23.3	20.9	9.3	27.9	23.3	18.6	18	27196	28981	37311	39696	38711	35234
1904620	93.9	-1.0	21.2	15.2	18.2	27.3	18.2	18	28580	29963	36438	40700	42409	36038
1904650	89.4	10.6	19.1	8.5	23.4	25.5	23.4	20	29518	32898	39348	43289	42967	38770
1904680	85.7	14.3	18.4	16.3	16.3	36.7	12.2	18	27261	33209	40249	43265	43671	38241
1904740	100.0	0.0	-1.0	40.0	-1.0	-1.0	0.0	12	-1	31007	-1	-1	-2	32845
1904830	50.0	50.0	19.7	19.7	21.1	27.6	11.8	16	29979	34468	42700	46205	47498	40101
1904860	45.1	54.9	21.6	16.0	23.0	23.9	15.5	17	30522	38260	47734	53308	59223	45619
1904950	84.5	15.5	29.3	19.0	27.6	20.7	-1.0	12	26646	30849	38152	43694	-1	34728
1905070	85.7	14.3	26.8	21.4	30.4	14.3	7.1	13	30102	33985	40027	44333	48078	37264
1905130	59.3	40.7	20.3	10.6	31.7	26.0	11.4	17	30410	35467	43867	48683	49791	42171
1905190	76.5	23.5	-1.0	14.7	29.4	41.2	8.8	19	-1	33601	41613	46635	46184	42486
1905430	91.7	8.3	11.1	19.4	30.6	22.2	16.7	18	27668	31541	37806	41238	40580	36686
1905490	85.7	14.3	14.3	-1.0	33.3	23.8	19.0	19	27440	-1	33560	37028	38219	33936
1905750	88.9	11.1	-1.0	-1.0	22.2	48.1	18.5	23	-1	-1	36165	40833	42459	39086
1905790	68.9	31.1	19.0	12.8	21.6	31.1	15.4	18	28736	36339	42531	46960	48301	41376
1905940	91.7	-1.0	25.0	-1.0	25.0	41.7	0.0	17	26022	-1	34016	35199	-2	32105
1905970	94.4	-1.0	22.2	33.3	16.7	27.8	0.0	13	29536	32265	35615	38226	-2	33873
1906000	72.2	27.8	22.2	19.4	33.3	16.7	8.3	13	26925	34278	37488	43043	41846	35805
1906060	85.5	14.5	14.5	12.7	30.9	21.8	20.0	19	26750	31613	37802	44352	47185	38713
1906240	90.7	9.3	32.6	9.3	30.2	20.9	7.0	14	25904	28057	34952	37635	39495	32243
1906270	81.1	18.9	33.8	16.2	17.6	16.2	16.2	14	30813	35898	41819	47452	47425	38963
1906330	87.0	13.0	6.5	19.6	21.7	29.3	22.8	20	29245	32678	41399	47715	48050	42272
1906510	48.9	51.1	9.8	22.7	26.5	22.3	18.6	18	29704	36470	42543	48156	53796	43241
1906540	69.8	30.0	24.0	20.6	27.2	19.8	8.4	14	34124	37094	45723	53872	58256	43824
1906660	84.3	15.7	21.4	28.6	25.7	20.0	4.3	14	29560	34651	40134	43392	44373	37135
1906750	50.5	49.5	11.7	18.4	27.2	30.1	12.6	18	30094	35850	42561	46791	49492	42018
1906780	91.2	8.8	35.3	29.4	23.5	11.8	0.0	10	25836	30014	36770	41891	-2	31526
1906810	85.4	14.6	17.7	21.9	19.8	24.0	16.7	17	29121	33904	38849	42276	42954	37550
1906840	60.0	40.0	12.0	-1.0	24.0	28.0	32.0	23	27851	-1	43799	45205	46857	42783
1906900	76.5	23.5	27.5	19.6	33.3	15.7	-1.0	13	25703	30380	34268	39055	-1	31977
1906930	71.6	28.4	11.9	11.9	23.9	29.9	22.4	20	29636	31603	41456	51440	51221	44035
1906960	93.9	-1.0	-1.0	18.2	33.3	24.2	18.2	20	-1	34870	39831	45338	45039	40818
1907050	72.8	24.7	17.3	14.8	23.5	30.9	13.6	18	26739	33425	39706	41633	44153	37733
1907080	70.6	29.4	18.8	14.1	24.7	28.2	14.1	17	29355	36682	45280	49774	49112	42878
1907110	94.7	-1.0	15.8	-1.0	42.1	21.1	-1.0	16	25847	-1	36281	37054	-1	34385
1907170	64.4	35.6	22.0	16.9	28.8	22.0	10.2	15	29988	34996	39994	43184	43901	38042
1907350	68.9	28.4	20.3	20.3	20.3	25.7	13.5	17	29829	34760	39298	41898	41703	37452
1907380	88.2	11.8	17.6	13.7	35.3	23.5	9.8	17	32342	36026	41384	44826	44971	40214
1907410	71.6	28.4	24.7	19.8	24.7	17.3	13.6	15	28926	33664	38827	42626	46832	37106
1907440	88.9	-1.0	16.7	22.2	-1.0	38.9	-1.0	18	27012	32499	-1	41297	-1	36706
1907470	96.6	-1.0	10.3	24.1	27.6	31.0	-1.0	16	25632	31205	37789	39379	-1	35558
1907590	79.0	21.0	14.8	23.5	33.3	18.5	9.9	15	27796	31844	38175	43508	45839	36897
1907620	83.3	16.7	-1.0	25.0	41.7	22.2	8.3	17	-1	33947	41474	46479	46835	40800
1907650	71.4	-1.0	-1.0	42.9	-1.0	-1.0	0.0	12	-1	34207	-1	-1	-2	34863
1907710	70.8	29.2	25.5	17.2	24.8	17.9	14.6	15	31340	36277	42185	47520	48024	40207
1907860	56.4	43.6	19.5	23.7	32.3	16.3	8.2	14	31344	38992	48010	51398	52862	43577
1907900	90.9	-1.0	30.3	24.2	21.2	21.2	-1.0	13	26292	31647	36872	41987	-1	33588
1907920	94.1	-1.0	35.3	14.7	17.6	26.5	-1.0	14	28660	31434	35877	39134	-1	33536
1907980	75.7	24.3	25.7	25.7	21.4	18.6	8.6	13	30613	37662	43933	47683	50322	40140
1908070	90.0	10.0	-1.0	13.3	23.3	40.0	16.7	21	-1	30107	33261	35747	36389	33935
1908130	75.0	25.0	20.0	25.0	15.0	22.5	17.5	16	25762	30647	35233	39973	43248	34661
1908190	94.1	-1.0	35.3	17.6	-1.0	23.5	-1.0	13	24667	30449	-1	39830	-1	32057
1908220	67.3	32.7	20.0	18.3	20.7	23.9	17.1	17	34563	39077	46595	52172	52912	45227
1908310	85.6	14.4	15.6	13.3	24.4	33.3	13.3	18	26341	34042	40182	43312	43209	38657
1908520	83.5	16.5	24.2	18.7	22.0	29.7	5.5	15	29886	33121	41045	46948	48949	39053
1908550	100.0	0.0	21.4	10.7	10.7	39.3	17.9	20	26180	30049	35445	45039	45689	38480
1908580	67.4	32.6	20.0	20.7	22.4	20.7	16.2	16	33981	41573	48826	52720	54660	46113
1908610	81.3	18.7	25.3	10.7	29.3	25.3	9.3	15	33256	37365	39016	41811	42977	38458
1908730	79.8	20.2	13.5	18.0	23.6	33.7	11.2	18	29281	35999	45074	50383	52594	43947
1908790	100.0	0.0	0.0	41.7	50.0	-1.0	0.0	15	-2	32682	40996	-1	-2	37420
1908880	90.9	-1.0	36.4	36.4	-1.0	-1.0	-1.0	10	27335	35689	-1	-1	-1	34028
1908910	55.6	44.4	17.2	18.2	25.3	26.3	13.1	17	32677	41075	48791	52393	51683	45947
1908940	75.0	25.0	25.0	22.2	19.4	27.8	-1.0	15	26507	31957	37159	43380	-1	35451
1908970	60.6	38.9	22.9	20.6	26.1	20.1	10.3	15	33934	38553	48245	53563	55050	44748
1909060	80.0	-1.0	40.0	0.0	30.0	-1.0	-1.0	15	25746	-2	30227	-1	-1	28476
1909120	77.5	22.5	7.5	7.5	42.5	25.0	17.5	20	26879	32587	41173	45663	45015	41252
1909450	100.0	0.0	44.4	-1.0	-1.0	-1.0	0.0	10	27622	-1	-1	-1	-2	31406
1909480	66.2	33.8	25.0	17.5	22.1	19.2	16.1	16	29333	36145	44494	48189	50955	40987
1909540	85.7	14.3	17.9	25.0	17.9	14.3	25.0	17	29284	31535	38483	42372	42437	36647
1909570	88.2	11.8	11.8	23.5	29.4	23.5	11.8	16	28952	33383	37561	40316	40985	36616
1909600	71.8	28.2	20.5	15.4	30.8	15.4	17.9	16	26801	31589	36861	38169	41188	34964
1909990	72.9	27.1	18.8	8.3	31.3	29.2	12.5	17	27323	34810	36928	41994	42672	37146
1910050	92.5	7.5	42.5	17.5	22.5	15.0	-1.0	10	29372	31510	36486	41090	-1	33503
1910110	88.9	11.1	29.6	22.2	14.8	14.8	18.5	15	28824	33017	34767	41152	43059	35099
1910130	82.1	17.9	17.9	21.4	14.3	35.7	10.7	17	27282	33287	37618	42187	42518	37001
1910200	85.2	14.8	11.1	22.2	40.7	14.8	11.1	16	29251	32451	39988	41346	41185	37454
1910340	86.1	13.9	16.7	19.4	30.6	19.4	13.9	16	27310	30918	33805	37196	37973	33399
1910350	80.6	19.4	25.8	19.4	16.1	25.8	12.9	15	25443	29536	34938	35591	37041	31882
1910410	84.6	15.4	34.6	26.9	11.5	19.2	-1.0	12	26922	30116	34515	42049	-1	32778
1910500	84.4	15.6	28.1	25.0	18.8	18.8	9.4	14	25916	31296	39189	44251	45385	35013
1910690	91.2	8.8	17.6	17.6	14.7	29.4	20.6	19	31793	33839	40379	44469	50086	40911
1910710	87.5	-1.0	-1.0	-1.0	25.0	50.0	-1.0	21	-1	-1	35384	39141	-1	36985
1910950	88.9	11.1	16.7	16.7	27.8	33.3	-1.0	17	30711	33850	39130	43163	-1	38448
1910980	90.0	10.0	23.3	26.7	23.3	16.7	10.0	14	27080	30634	39164	38200	41137	34107
1911040	95.0	-1.0	20.0	30.0	25.0	20.0	-1.0	14	25750	28408	31887	38006	-1	31229
1911070	76.4	23.6	11.2	19.1	34.8	25.8	9.0	17	26352	33473	39890	43638	46167	38676
1911250	95.2	-1.0	23.8	33.3	14.3	-1.0	19.0	15	26663	31490	35292	-1	36114	32285
1911340	66.9	32.2	18.6	20.3	28.8	17.8	14.4	16	28884	32466	39560	45422	45789	38067
1911520	72.7	27.3	36.4	22.7	-1.0	27.3	-1.0	12	26941	30230	-1	36709	-1	32080
1911790	84.0	16.0	10.6	12.8	28.7	33.0	14.9	20	28908	34796	37868	44843	47955	40325
1911820	60.5	39.5	18.2	19.4	24.1	21.3	17.0	17	28350	35356	42381	45915	49871	40496
1911850	76.4	23.6	22.3	14.2	20.3	24.3	18.9	18	34493	38645	45564	50571	51860	44523
1911970	88.9	-1.0	-1.0	-1.0	33.3	16.7	27.8	21	-1	-1	42052	43382	45629	40674
1912060	84.6	-1.0	61.5	-1.0	-1.0	-1.0	0.0	8	26714	-1	-1	-1	-2	31360
1912120	87.1	12.9	16.1	9.7	16.1	32.3	25.8	21	25782	29432	37463	41169	42745	37361
1912230	70.0	30.0	15.0	20.0	20.0	35.0	-1.0	17	29741	34699	39690	39483	-1	37046
1912330	93.3	6.7	8.9	13.3	31.1	40.0	6.7	18	27819	32987	38796	42085	42970	38640
1912480	85.7	14.3	-1.0	21.4	46.4	21.4	-1.0	16	-1	34150	39689	48438	-1	40267
1912510	65.5	34.5	14.5	18.2	27.3	27.3	12.7	17	31350	40761	47213	47926	50776	44380
