LEAID	PCT_BACH	PCT_ADVC	P_EX_1_5	P_EX6_10	P_EX1120	P_EX2130	P_EXGT30	M_EXP	MBSAL1_5	MBSAL610	MBSA1120	MBSA2130	MBSAGT30	M_BSAL
2801360	51.7	34.5	51.7	13.8	20.7	13.8	0.0	9	32125	34880	37693	44740	-2	35397
2801380	54.3	35.7	41.4	10.0	14.3	20.0	14.3	14	32145	35480	39424	48173	48801	39103
2801410	55.1	34.8	42.7	12.4	20.2	12.4	12.4	13	32150	34653	39384	45066	47480	37414
2801440	73.3	26.7	21.7	30.0	25.0	18.3	5.0	13	31883	34847	40499	47860	44445	38483
2801470	65.7	30.0	41.4	18.6	18.6	15.7	5.7	11	32112	35908	39802	47079	47830	37495
2801490	58.1	36.5	48.6	14.2	19.6	16.2	-1.0	10	33827	37670	42782	49390	-1	38867
2801510	50.0	45.0	45.0	20.0	17.5	15.0	-1.0	10	36131	38576	44356	57160	-1	41518
2801530	54.2	41.7	22.9	15.6	26.0	28.1	7.3	15	33428	35796	40998	45483	47694	40200
2801560	57.0	38.6	32.7	20.2	27.4	14.8	4.9	12	32400	35678	40251	47400	50884	38341
2801590	50.4	46.1	27.0	25.2	27.0	15.7	5.2	13	31823	36148	41753	46125	46855	38613
2801620	57.1	35.4	42.5	19.9	14.6	15.1	8.0	11	32812	37120	41714	47851	49731	38587
2801650	51.2	37.8	35.8	16.9	22.9	20.9	3.5	12	33402	36428	39458	46082	50122	38532
2801680	57.0	37.5	21.9	17.6	32.8	23.0	4.7	14	32524	36552	41198	48294	49720	40519
2801710	50.5	46.0	31.2	15.4	25.3	22.8	5.3	13	36957	40336	45306	53847	58805	44590
2801740	57.7	35.5	33.3	18.8	24.8	19.2	3.8	12	34575	38104	43008	50063	50494	40920
2801770	52.7	42.8	29.4	20.9	28.8	15.7	5.2	13	36148	39910	44465	51452	52895	42603
2801800	45.8	44.1	46.9	19.6	13.3	14.7	5.6	10	34217	37989	43826	51079	52484	39730
2801830	52.6	41.2	33.0	15.5	27.8	19.6	4.1	12	32012	38074	42056	47715	49108	39526
2801840	46.2	46.2	30.8	-1.0	23.1	30.8	-1.0	15	33514	-1	40342	48192	-1	41373
2801860	58.8	35.9	43.4	19.4	21.6	11.6	4.1	10	33220	36605	40287	47832	50533	37792
2801890	63.6	34.8	33.3	15.2	12.1	22.7	16.7	15	33101	37398	36911	44059	47074	39033
2801950	58.5	25.5	50.0	15.1	15.1	14.2	5.7	10	32491	34629	40885	48255	53223	37485
2801980	47.4	36.2	40.5	9.5	14.7	25.0	10.3	14	32764	34173	39364	45853	47547	38666
2802010	77.4	18.0	30.8	25.6	23.3	17.3	3.0	12	32516	35740	40737	45705	50740	38085
2802040	59.1	31.2	38.7	20.4	19.4	17.2	4.3	11	32351	35060	38606	46810	47610	37259
2802070	50.6	31.3	59.4	11.3	12.5	12.5	4.4	9	32247	37305	37401	47164	48849	36051
2802100	60.0	32.7	27.3	17.3	28.6	17.7	9.1	14	32437	35076	39768	47327	48311	39075
2802160	59.3	35.6	31.0	21.4	29.7	14.5	3.4	12	33805	36762	41853	48319	50768	39511
2802190	45.5	43.2	44.0	16.0	16.9	17.0	6.2	11	33548	38273	43820	50509	51213	40013
2802220	42.6	43.6	40.4	23.4	18.1	13.8	4.3	11	32835	36402	39477	47796	49747	37660
2802250	42.6	45.6	30.1	19.9	17.6	24.3	8.1	14	31312	37068	41107	47120	50441	39566
2802280	51.6	46.0	27.2	21.0	26.1	19.7	6.0	13	33168	37113	41838	49016	49408	40359
2802310	50.6	32.9	36.5	8.2	12.9	30.6	11.8	16	30613	38913	40039	45967	47622	39214
2802340	63.3	30.8	22.5	22.5	33.3	16.7	5.0	13	31135	35772	39372	45274	47285	38088
2802370	46.9	45.5	30.8	15.4	25.2	18.9	9.8	14	33969	36679	41183	49143	49250	40563
2802400	51.0	46.2	27.3	20.0	31.4	19.6	1.8	13	33338	36901	41050	47397	52234	39557
2802430	60.2	35.6	23.5	17.9	31.0	21.7	5.9	14	33153	37373	41240	48394	50281	40726
2802460	53.0	34.3	50.9	15.2	14.8	15.7	3.5	10	29168	36375	42217	42917	45749	34922
2802490	49.3	38.9	37.5	13.2	26.4	19.4	3.5	12	33136	35864	40726	47379	44120	38650
2802520	67.9	26.2	35.1	16.1	25.6	17.9	5.4	13	32065	34815	40120	46685	50202	38151
2802550	64.4	30.7	38.6	18.6	20.6	17.0	5.2	12	32434	36061	40841	47373	49603	38277
2802580	44.0	40.5	40.5	7.7	12.5	22.6	16.7	15	32686	37881	41125	47503	50235	40419
2802610	52.5	36.1	45.9	11.5	11.5	26.2	4.9	12	32231	36009	41065	47999	51318	38753
2802640	62.4	31.2	34.8	14.9	34.0	13.5	2.8	12	31938	36747	40372	46337	49713	37970
2802670	44.4	53.8	22.5	25.0	22.5	25.0	5.0	14	34966	38975	43699	50739	54700	42863
2802700	69.2	24.4	29.7	15.7	22.7	21.5	10.5	14	32084	35079	40116	46265	50087	39310
2802730	70.5	25.7	24.0	21.2	29.2	20.8	4.9	14	32681	36086	39936	45794	46608	38927
2802760	44.9	55.1	34.7	24.5	30.6	10.2	0.0	10	34078	36767	40878	47383	-2	38176
2802790	59.4	35.6	33.4	18.8	25.3	18.0	4.5	12	34211	36627	40808	47176	49966	39378
2802820	40.6	49.3	30.4	17.4	24.6	23.9	3.6	13	32908	37911	41393	47789	48002	39974
2802850	58.1	34.4	39.4	15.6	15.6	19.4	10.0	13	32059	37326	40156	47117	46993	38558
2802880	53.2	37.2	39.7	17.9	19.2	16.0	7.1	12	32494	37812	40551	47358	48661	38520
2802910	54.5	34.4	36.6	17.7	21.8	16.7	7.2	12	34142	38464	42689	49680	51649	40626
2802940	58.3	38.5	25.6	16.0	28.8	20.5	9.0	15	32184	35018	39304	48266	50914	39672
2802970	47.2	44.4	27.8	13.9	8.3	27.8	22.2	17	33082	36230	43078	42690	49411	40650
2803000	58.4	31.5	38.4	18.3	14.2	22.8	6.4	13	33649	37051	42298	49813	49125	40174
2803030	47.7	47.7	24.1	15.4	22.4	25.3	12.9	16	33671	36361	43008	48152	48729	41778
2803060	56.6	37.3	27.1	18.7	31.9	16.3	6.0	13	32618	36650	41065	47326	49219	39460
2803090	70.5	28.2	28.2	14.1	30.8	20.5	6.4	14	32790	36150	38872	45039	50961	38813
2803120	55.8	34.9	34.1	27.9	20.2	15.5	2.3	11	33571	36660	40544	48132	51600	38515
2803150	66.1	29.5	32.1	14.3	26.8	22.3	4.5	13	32504	35810	39336	47160	45260	38647
2803180	69.9	21.9	52.1	12.3	16.4	17.8	-1.0	10	32299	37037	39018	47617	-1	36972
2803210	57.9	25.4	47.6	11.1	14.3	23.0	4.0	11	31805	33627	37938	44963	45391	36451
2803240	51.1	45.7	20.7	20.7	28.3	23.9	6.5	14	33564	35942	40734	45577	48978	39959
2803270	61.9	34.5	10.7	16.7	38.1	26.2	8.3	17	30182	32737	39088	45737	48650	39614
2803300	53.6	40.0	34.4	16.8	18.4	16.8	13.6	14	32134	37760	39846	46176	47967	39011
2803360	48.1	47.0	30.5	22.8	28.4	15.8	2.5	12	34790	37525	42625	50320	49771	40461
2803390	63.5	26.9	38.5	21.2	19.2	13.5	7.7	12	31989	36253	40135	42166	39298	36390
2803420	55.7	38.6	38.6	22.9	17.1	11.4	10.0	12	31764	35010	39198	42856	47848	36657
2803450	44.7	51.6	31.4	17.6	18.1	27.7	5.3	14	36048	40181	44099	51540	55730	43562
2803480	48.4	42.7	28.9	19.8	21.0	24.6	5.7	14	34241	38626	43463	50332	54459	42160
2803510	42.4	56.5	18.8	21.2	27.1	31.8	-1.0	14	35863	38562	45977	54455	-1	45335
2803520	61.8	34.9	36.6	18.8	24.7	14.5	5.4	11	33128	38227	41130	50006	49598	39402
2803530	46.0	49.8	28.4	22.7	29.4	18.0	1.4	12	33712	37180	42458	49056	50604	40074
2803540	55.5	32.9	34.2	16.8	29.7	16.1	3.2	11	32499	36044	40371	45752	43765	37931
2803570	59.8	32.2	41.4	14.9	28.7	13.8	-1.0	10	31974	36159	41590	44709	-1	37332
2803600	61.8	30.9	27.9	16.2	32.4	19.1	4.4	13	32624	36047	40321	46774	44220	38885
2803630	52.9	29.3	35.6	11.5	28.7	19.5	4.6	13	29045	36582	42077	46449	49532	37999
2803660	63.0	28.6	33.9	16.4	27.5	19.6	2.6	12	32480	34547	38574	45643	49789	37531
2803690	62.7	33.3	27.5	22.5	33.3	14.7	-1.0	12	32771	36110	39916	46222	-1	38175
2803720	55.4	41.3	36.4	19.0	20.7	19.0	5.0	12	32910	36206	41507	47692	49540	38947
2803750	49.7	42.4	29.1	12.7	30.3	20.0	7.9	14	32592	35665	40667	47691	49578	39788
2803780	68.3	25.4	31.0	22.2	27.8	14.3	4.8	12	32164	36152	41064	45549	45317	38061
2803810	54.1	23.5	62.2	10.2	8.2	14.3	5.1	9	31010	35885	39935	45730	44543	35029
2803830	60.0	36.3	37.3	20.1	22.7	15.6	4.2	11	33591	36723	41691	48360	49814	39049
2803870	43.5	50.0	30.4	19.6	23.9	21.7	-1.0	13	32122	34296	40510	47015	-1	38572
2803900	65.4	22.6	37.0	17.7	20.6	19.3	5.3	12	31383	34272	39109	46598	47640	37297
2803930	60.3	35.6	27.4	17.8	27.4	20.5	6.8	14	33736	37048	40691	48802	50949	40506
2803960	58.5	10.8	52.3	6.2	20.0	13.8	7.7	11	31045	34200	39245	44651	48232	36085
2803990	40.8	51.6	31.5	18.3	22.5	21.1	6.6	13	32533	36035	41750	50232	49379	40098
2804020	46.9	46.3	28.0	21.1	29.7	17.7	3.4	13	32123	37219	41046	46033	49562	38914
2804050	65.4	29.3	31.9	19.0	25.5	19.4	4.2	13	32838	35813	40541	47454	49340	38890
2804080	51.7	41.7	20.8	10.0	22.5	33.3	13.3	18	34679	36274	40077	47279	43316	41405
2804110	51.7	42.0	29.9	21.8	24.1	16.7	7.5	13	32291	37504	41077	51431	49429	40021
2804140	52.5	41.6	29.2	17.1	28.0	20.6	5.1	13	33739	38060	42156	49568	52917	41071
2804170	57.9	35.2	39.3	15.2	25.5	16.6	3.4	11	32880	36661	42122	49051	46020	38942
2804200	51.0	35.6	46.2	17.3	15.4	15.4	5.8	11	31170	36851	41836	46438	41458	36736
2804230	65.2	27.7	43.2	11.6	15.5	21.9	7.7	12	32182	35836	38160	46348	49581	37986
2804260	48.9	46.1	25.8	21.3	24.2	22.5	6.2	14	32891	36481	41433	48350	47995	40128
2804290	56.8	33.1	44.6	10.1	10.1	17.3	18.0	14	38081	39406	45045	50056	52649	43603
2804320	53.7	41.2	33.5	15.6	25.8	20.5	4.7	13	35333	39372	43816	50646	54136	42167
2804350	67.3	29.9	27.2	21.8	30.6	16.3	4.1	13	32456	35778	39653	46369	50083	38374
2804380	65.1	32.6	20.9	14.0	27.9	27.9	9.3	16	31802	35360	38928	46382	45440	39625
2804440	48.1	45.5	30.1	10.3	23.7	25.0	10.9	15	32880	36307	39806	47024	47920	40049
2804470	55.2	37.4	30.1	17.0	24.2	22.1	6.6	14	34154	37421	41747	49198	51416	41005
2804500	69.0	23.8	42.9	13.1	22.6	19.0	-1.0	11	32107	34863	39674	46322	-1	37324
2804530	49.1	45.5	25.7	14.9	33.3	18.0	8.1	14	32808	35877	40548	46672	48954	39651
2804560	54.1	43.1	19.3	19.3	29.4	22.9	9.2	15	30358	37369	39262	47693	49976	40098
2804590	63.3	33.3	24.4	26.7	18.9	21.1	8.9	14	32401	36213	39379	46232	46878	38942
2804620	62.1	32.8	35.1	21.8	15.5	19.0	8.6	13	32944	36244	40995	47039	50636	39112
2804650	57.5	26.0	47.9	17.8	13.7	17.8	-1.0	10	31647	33065	39438	48396	-1	36192
2804680	47.4	45.6	21.1	17.5	11.4	34.2	15.8	18	32601	32942	39040	47286	48888	40991
2804710	31.6	52.6	30.3	21.1	9.2	17.1	22.4	17	32591	37178	43545	47078	48518	40606
2804740	49.5	42.1	16.8	23.2	32.6	23.2	4.2	14	30267	34311	40115	46607	47235	38916
2804770	51.3	28.6	39.5	9.2	17.6	20.2	13.4	14	31322	36532	40160	47311	49162	38986
2804800	56.8	36.8	28.4	18.9	26.3	18.9	7.4	14	34918	35682	41490	46297	49149	39997
2900001	61.8	36.4	30.9	23.6	30.9	12.7	-1.0	11	30885	31900	34735	39627	-1	33538
2900002	66.7	27.5	24.6	23.2	23.2	21.7	7.2	14	28173	29957	32676	36243	35948	31949
2900003	38.6	61.4	25.0	18.2	29.5	27.3	0.0	14	31010	36418	41914	42248	-2	38280
2900004	32.1	62.6	20.6	21.4	26.7	22.1	9.2	15	31213	36511	41154	42760	45073	38827
2900005	70.0	-1.0	0.0	40.0	-1.0	40.0	0.0	16	-2	35893	-1	50673	-2	43080
2900006	26.3	47.4	26.3	36.8	31.6	-1.0	0.0	10	44144	55299	53855	-1	-2	52592
2900007	27.3	-1.0	-1.0	-1.0	72.7	-1.0	0.0	13	-1	-1	37823	-1	-2	37366
2900008	32.0	28.0	20.0	40.0	28.0	-1.0	-1.0	12	40092	45067	50009	-1	-1	46177
2900009	80.0	20.0	33.0	13.9	29.6	13.9	9.6	13	31712	35379	36880	36775	36865	34947
2900011	70.0	30.0	40.0	-1.0	-1.0	-1.0	0.0	11	32875	-1	-1	-1	-2	35000
2900012	61.1	38.9	33.3	33.3	22.2	-1.0	0.0	9	34361	36819	37795	-1	-2	36376
2900013	97.3	-1.0	70.3	18.9	8.1	-1.0	0.0	5	35673	38143	41750	-1	-2	36784
2900014	48.5	51.5	33.3	27.3	18.2	9.1	12.1	12	32762	42194	37961	42218	47054	38872
2900015	68.4	31.6	15.8	31.6	31.6	15.8	-1.0	13	37998	38886	42908	54588	-1	43602
2900016	50.0	50.0	-1.0	-1.0	-1.0	-1.0	0.0	10	-1	-1	-1	-1	-2	37573
2900017	55.9	44.1	47.1	11.8	35.3	-1.0	0.0	8	30726	37080	41782	-1	-2	36420
2900018	64.7	35.3	64.7	17.6	-1.0	-1.0	0.0	6	31733	37133	-1	-1	-2	33576
2900019	81.8	-1.0	63.6	-1.0	-1.0	-1.0	0.0	7	34776	-1	-1	-1	-2	35311
2900020	42.9	50.0	42.9	21.4	28.6	0.0	-1.0	9	27448	29448	34131	-2	-1	30938
2900021	61.1	38.9	33.3	-1.0	44.4	-1.0	-1.0	14	27758	-1	33158	-1	-1	32257
2900022	59.4	32.1	28.3	12.3	20.9	25.7	12.8	16	27767	28377	31465	38213	38982	32734
2900023	72.0	28.0	32.0	16.0	24.0	12.0	16.0	14	32255	34686	34953	34350	37649	34406
2900024	70.6	23.5	52.9	23.5	17.6	-1.0	0.0	8	32256	32635	36730	-1	-2	33193
2900025	42.1	57.9	15.8	42.1	15.8	15.8	-1.0	14	36458	42690	49922	52861	-1	46399
2900026	73.2	26.8	70.7	17.1	12.2	0.0	0.0	5	32978	37974	43265	-2	-2	35086
2900027	57.8	40.6	39.1	28.1	15.6	12.5	4.7	11	35118	42015	47156	51475	39948	41210
2900028	76.7	23.3	23.3	43.3	23.3	-1.0	-1.0	11	33308	36826	40031	-1	-1	38734
2900029	63.6	36.4	90.9	-1.0	0.0	0.0	0.0	3	31553	-1	-2	-2	-2	31803
2901000	45.3	54.1	24.4	23.3	29.3	19.2	3.7	13	35156	41432	49431	54931	58875	45481
2902850	66.0	34.0	25.5	12.8	38.3	21.3	-1.0	13	29375	32317	35585	38692	-1	34303
2902880	53.3	46.7	36.7	26.7	23.3	10.0	-1.0	10	28722	30025	32883	33720	-1	30807
2902910	30.6	69.4	25.0	29.9	29.2	13.2	2.8	12	36970	46069	56524	65396	69285	50039
2902970	46.2	53.8	-1.0	15.4	34.6	34.6	-1.0	18	-1	30557	33051	36573	-1	33601
2903000	46.9	53.1	31.3	12.5	40.6	12.5	-1.0	12	29090	34022	36758	43759	-1	35342
2903040	80.0	-1.0	0.0	-1.0	0.0	60.0	0.0	19	-2	-1	-2	39290	-2	35895
2903060	53.2	45.2	21.0	32.3	27.4	16.1	-1.0	12	28307	30882	33571	38354	-1	32494
2903120	71.0	29.0	32.3	12.9	25.8	29.0	0.0	12	27483	30670	32138	35111	-2	31310
2903150	53.3	40.0	20.0	30.7	26.7	21.3	-1.0	13	31528	37039	42888	50383	-1	40511
2903200	70.6	29.4	32.4	32.4	14.7	11.8	8.8	12	33841	37694	37740	40150	39083	36866
2903270	65.4	34.6	25.0	26.9	21.2	26.9	0.0	12	29878	31849	33920	36983	-2	33176
2903480	75.0	25.0	37.5	-1.0	18.8	31.3	-1.0	14	24046	-1	31606	32325	-1	28711
2904020	52.8	47.2	24.0	26.4	30.4	19.2	0.0	12	30991	34893	38828	42216	-2	36559
2904050	28.4	71.6	16.7	18.6	37.3	19.6	7.8	15	31809	35019	39062	43602	44884	38447
2904080	54.5	45.5	36.4	-1.0	54.5	0.0	0.0	10	26813	-1	34267	-2	-2	31295
2904110	75.0	25.0	33.3	25.0	25.0	-1.0	-1.0	12	28250	29667	30000	-1	-1	30333
2904140	75.9	24.1	31.0	34.5	20.7	-1.0	-1.0	11	26105	30295	33208	-1	-1	30583
2904170	92.3	-1.0	30.8	38.5	-1.0	23.1	0.0	12	22650	23640	-1	24267	-2	24031
2904500	60.5	39.5	43.2	25.9	23.5	3.7	3.7	9	33496	39870	48743	50865	62754	40452
2904530	85.7	14.3	57.1	14.3	-1.0	-1.0	-1.0	9	26962	30854	-1	-1	-1	30017
2904590	72.7	27.3	45.5	-1.0	-1.0	-1.0	0.0	11	23655	-1	-1	-1	-2	27808
2904620	39.3	60.7	28.2	28.2	26.9	13.6	2.9	11	36017	41181	47198	56706	58928	43979
2904890	66.0	34.0	34.0	26.4	24.5	13.2	-1.0	10	27846	32722	35740	37601	-1	32730
2904950	60.5	39.5	26.3	34.2	23.7	10.5	-1.0	11	29030	31941	35487	43052	-1	33695
2904980	71.4	28.6	50.0	21.4	-1.0	-1.0	0.0	8	27148	29824	-1	-1	-2	29442
2905070	68.4	31.6	26.3	23.7	26.3	23.7	0.0	12	24846	29506	33350	36065	-2	30845
2905130	70.7	26.8	26.8	26.8	26.8	17.1	-1.0	12	29757	35233	40357	44715	-1	36976
2905190	91.7	-1.0	33.3	41.7	-1.0	-1.0	0.0	8	26688	29740	-1	-1	-2	29488
2905250	74.5	25.5	41.2	27.5	19.6	7.8	-1.0	9	27944	30468	33152	36207	-1	30691
2905280	58.3	41.7	22.9	22.9	35.4	10.4	8.3	13	25818	30045	32386	35300	37000	31032
2905310	38.5	61.4	26.7	22.5	28.6	18.2	4.0	13	35413	41344	49381	59475	62666	46225
2905370	53.3	45.6	27.7	25.1	30.8	14.4	2.1	12	31063	36557	41188	44879	40755	37742
2905400	60.0	-1.0	60.0	-1.0	0.0	0.0	-1.0	9	24707	-1	-2	-2	-1	26838
2905430	57.0	36.7	26.7	25.8	29.0	15.8	2.7	12	31345	34355	38888	43433	47597	36661
2905580	40.5	57.7	11.7	31.5	27.0	22.5	7.2	15	33302	36664	40283	43798	42840	39300
2905610	45.5	45.5	-1.0	36.4	27.3	-1.0	-1.0	15	-1	27135	30950	-1	-1	29822
2905640	76.1	23.9	35.2	29.6	23.9	9.9	-1.0	10	30694	35622	38289	40165	-1	35066
2905660	68.5	31.5	19.6	28.3	23.9	27.2	-1.0	14	28319	30973	34653	38125	-1	33424
2905700	77.3	22.7	40.9	18.2	18.2	13.6	-1.0	11	23130	24750	28725	30500	-1	26271
2905730	57.9	42.1	21.1	36.8	21.1	-1.0	-1.0	13	29325	33057	36300	-1	-1	34084
2905760	52.9	47.1	26.0	23.3	31.4	15.2	4.0	12	31584	35037	38141	42626	48172	36801
2905790	44.4	55.6	27.8	27.8	22.2	16.7	-1.0	13	27184	27156	30865	32648	-1	29153
2905820	60.0	40.0	44.0	12.0	28.0	16.0	0.0	11	29529	31407	32997	33165	-2	31307
2905850	83.3	-1.0	75.0	-1.0	0.0	-1.0	0.0	5	24044	-1	-2	-1	-2	24883
2905880	18.0	82.0	16.0	26.0	38.0	16.0	-1.0	13	42340	47895	62411	74913	-1	58085
2905910	60.0	40.0	30.0	20.0	30.0	20.0	0.0	13	23550	27067	30600	31300	-2	27918
2905940	53.1	43.8	17.7	15.6	29.2	31.3	6.3	16	28260	32047	37116	38557	37995	35261
2906000	47.4	52.6	15.8	42.1	21.1	15.8	-1.0	12	27679	30026	32065	36537	-1	31591
2906030	84.2	15.8	15.8	21.1	52.6	-1.0	-1.0	14	26765	32068	33936	-1	-1	32666
2906090	69.2	23.1	23.1	-1.0	53.8	-1.0	0.0	12	24567	-1	30101	-1	-2	28897
2906120	57.1	36.1	36.1	17.0	29.9	14.3	2.7	11	28635	33188	35775	40947	43036	33697
2906150	58.8	35.3	17.6	52.9	17.6	0.0	-1.0	11	25825	29521	32008	-2	-1	29585
2906170	81.8	18.2	36.4	31.8	13.6	13.6	-1.0	11	27579	29775	31880	39696	-1	31009
2906360	34.9	62.7	20.5	22.9	36.1	14.5	6.0	14	30755	34211	37590	43014	45320	36666
2906430	54.2	44.1	23.7	18.6	32.2	20.3	5.1	14	28188	30852	36392	39328	39820	34184
2906450	60.0	40.0	50.0	0.0	30.0	-1.0	0.0	10	24360	-2	29400	-1	-2	27240
2906480	75.0	25.0	-1.0	31.3	43.8	-1.0	0.0	12	-1	27500	31171	-1	-2	29356
2906510	62.5	37.5	25.0	18.2	26.1	23.9	6.8	14	29707	33035	36819	38405	40520	34984
2906540	100.0	0.0	66.7	-1.0	-1.0	0.0	0.0	5	25250	-1	-1	-2	-2	26417
2906990	47.4	50.0	16.7	22.2	35.6	22.2	3.3	14	32904	36524	40730	45517	47618	39784
2907020	65.0	35.0	17.9	24.8	34.2	20.5	2.6	14	31387	33627	38736	41890	42100	36884
2907050	44.2	55.8	11.6	11.6	39.5	32.6	-1.0	18	29716	33744	36115	40080	-1	36613
2907080	34.1	63.6	15.9	27.3	40.9	11.4	-1.0	13	24243	28738	32358	39080	-1	30993
2907120	45.0	52.0	23.5	18.5	31.5	22.8	3.6	14	27277	32723	38701	43569	45272	36258
2907320	56.0	44.0	16.0	24.0	44.0	-1.0	-1.0	13	30238	33613	37455	-1	-1	35700
2907350	53.0	47.0	22.7	25.8	35.9	14.6	-1.0	12	30598	35167	40376	44377	-1	37444
2907380	35.9	60.9	35.9	17.2	18.8	21.9	6.3	13	31240	33059	37143	39297	38788	34894
2907460	50.6	47.2	33.5	22.7	24.9	17.2	1.7	12	31601	35429	39047	43567	46491	36635
2907470	49.1	50.9	24.5	25.5	18.9	24.5	6.6	14	32351	36224	39575	41742	45614	37880
2908170	38.6	61.4	18.8	27.7	32.7	16.8	4.0	13	30716	34819	36983	42646	41675	36343
2908250	36.5	63.5	29.0	23.0	24.5	19.0	4.5	12	35769	42389	49584	55163	53911	45177
2908320	83.3	16.7	40.0	20.0	30.0	0.0	10.0	11	26813	28992	30867	-2	36400	29423
2908340	44.4	55.6	-1.0	-1.0	44.4	-1.0	0.0	11	-1	-1	30175	-1	-2	28235
2908370	38.4	61.6	28.4	28.4	31.3	10.3	1.5	11	33233	36724	47074	63918	67213	42241
2908400	45.1	54.9	20.9	19.8	30.8	24.2	4.4	15	29176	34011	36955	40757	43708	35964
2908430	86.7	-1.0	60.0	0.0	20.0	20.0	0.0	9	26707	-2	30083	33583	-2	28757
2908460	39.5	60.5	26.3	21.1	23.7	26.3	-1.0	13	27603	29863	34925	38478	-1	33028
2908490	61.9	38.1	28.6	-1.0	-1.0	38.1	14.3	17	26533	-1	-1	34328	37117	31719
2908670	64.6	35.4	35.4	12.2	15.9	29.3	7.3	15	29060	35717	39462	41309	41630	36026
2908730	78.6	21.4	64.3	0.0	21.4	-1.0	0.0	8	23936	-2	34155	-1	-2	27474
2908760	26.8	69.0	12.7	20.4	32.4	27.5	7.0	16	29033	35489	41050	46302	43994	40041
2908790	75.0	-1.0	0.0	50.0	37.5	-1.0	0.0	12	-2	27225	29267	-1	-2	28138
2909090	58.3	41.7	25.0	-1.0	33.3	25.0	0.0	14	25342	-1	30618	32228	-2	29375
2909120	78.6	21.4	42.9	21.4	17.9	-1.0	14.3	11	27677	29521	31515	-1	34534	29948
2909720	13.8	86.2	17.0	19.3	28.4	28.0	7.3	16	40897	55358	66054	75442	77130	63164
2909750	45.9	54.1	17.6	27.0	32.4	21.6	-1.0	14	26925	30104	32892	37724	-1	32236
2909780	77.6	22.4	36.7	26.5	18.4	18.4	0.0	11	26635	29377	34748	37237	-2	30800
2909810	84.2	15.8	42.1	31.6	15.8	-1.0	0.0	9	26675	31375	29788	-1	-2	29177
2909860	37.5	56.9	17.4	23.6	38.9	18.8	-1.0	13	30345	36274	42269	45524	-1	39424
2909900	53.7	46.3	22.0	31.7	29.3	12.2	-1.0	13	31280	34195	38944	40115	-1	36137
2909930	50.0	50.0	30.0	14.0	44.0	12.0	0.0	11	27498	32146	32732	36039	-2	31476
2910020	70.4	29.6	33.3	11.1	11.1	33.3	11.1	15	28171	30988	30820	35497	40074	32543
2910080	67.6	32.4	29.4	35.3	26.5	8.8	0.0	10	29246	29900	32000	32517	-2	30495
2910110	50.0	50.0	25.0	20.5	38.6	15.9	0.0	12	29363	33069	37580	37363	-2	34569
2910140	86.7	-1.0	33.3	-1.0	26.7	26.7	0.0	13	29950	-1	32650	35175	-2	32790
2910200	73.9	26.1	39.1	21.7	13.0	17.4	-1.0	11	24622	29916	29167	33129	-1	28404
2910230	80.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	15	-1	-1	-2	-1	-1	27800
2910260	85.7	-1.0	35.7	28.6	0.0	35.7	0.0	12	24865	25475	-2	27630	-2	26027
2910290	59.1	40.9	40.9	22.7	27.3	-1.0	-1.0	10	28552	31603	35786	-1	-1	32394
2910320	68.5	31.5	25.9	24.1	33.3	13.0	-1.0	12	29270	31531	34435	37235	-1	32762
2910350	69.4	30.6	41.7	22.2	19.4	8.3	8.3	11	27557	30116	32284	35740	39119	30690
2910380	65.2	34.8	50.0	21.7	23.9	-1.0	0.0	8	30364	34417	41237	-1	-2	34590
2910410	61.4	37.5	30.7	27.3	21.6	14.8	5.7	12	29691	33093	38406	42620	44864	35272
2910440	76.5	23.5	52.9	-1.0	23.5	17.6	0.0	10	23656	-1	29480	32028	-2	26615
2910470	-1.0	75.0	-1.0	-1.0	-1.0	0.0	0.0	7	-1	-1	-1	-2	-2	30025
2910500	48.2	51.8	29.4	20.6	27.6	18.8	3.5	13	33080	39487	46392	55719	61013	43327
2910520	57.6	42.4	24.2	21.2	33.3	18.2	-1.0	12	26263	33202	32888	37875	-1	32253
2910590	66.7	33.3	39.4	-1.0	45.5	9.1	0.0	10	28479	-1	34580	40233	-2	32662
2910620	46.2	53.8	19.2	42.3	-1.0	23.1	-1.0	14	31670	34244	-1	36092	-1	35326
2910650	75.0	25.0	35.0	25.0	30.0	-1.0	0.0	10	27429	31500	32917	-1	-2	31325
2910710	90.5	-1.0	47.6	28.6	14.3	-1.0	-1.0	8	29838	32901	34126	-1	-1	32426
2910770	37.9	62.1	19.7	19.7	33.3	24.2	3.0	14	31226	34078	38662	44321	46765	37912
2910800	65.4	34.6	42.3	19.2	26.9	11.5	0.0	9	27170	30345	31993	35425	-2	30031
2910830	55.6	44.4	31.9	13.9	34.7	12.5	6.9	13	27034	31510	37313	42210	41069	34096
2910920	45.1	45.1	21.6	19.6	37.3	17.6	-1.0	14	28676	31850	34805	39923	-1	34087
2910950	61.1	38.9	33.3	33.3	27.8	-1.0	0.0	9	24225	26733	34335	-1	-2	28124
2911010	100.0	0.0	45.5	27.3	27.3	0.0	0.0	7	24800	26000	29833	-2	-2	26500
2911040	87.5	-1.0	87.5	-1.0	0.0	0.0	0.0	3	22343	-1	-2	-2	-2	23013
